ID, start, start-shifted, finish, finish-shifted, elapsed, succeeded
458, 1566721907306, 1098, 1566721907515, 1307, 209, true
459, 1566721907307, 1099, 1566721907515, 1307, 208, true
460, 1566721907307, 1099, 1566721907516, 1308, 209, true
461, 1566721907308, 1100, 1566721907515, 1307, 207, true
462, 1566721907310, 1102, 1566721907515, 1307, 205, true
463, 1566721907311, 1103, 1566721907518, 1310, 207, true
464, 1566721907312, 1104, 1566721907526, 1318, 214, true
465, 1566721907313, 1105, 1566721907518, 1310, 205, true
466, 1566721907317, 1109, 1566721907526, 1318, 209, true
467, 1566721907317, 1109, 1566721907526, 1318, 209, true
468, 1566721907318, 1110, 1566721907527, 1319, 209, true
469, 1566721907319, 1111, 1566721907527, 1319, 208, true
470, 1566721907320, 1112, 1566721907527, 1319, 207, true
471, 1566721907321, 1113, 1566721907527, 1319, 206, true
472, 1566721907324, 1116, 1566721907529, 1321, 205, true
473, 1566721907325, 1117, 1566721907533, 1325, 208, true
474, 1566721907327, 1119, 1566721907533, 1325, 206, true
475, 1566721907327, 1119, 1566721907533, 1325, 206, true
476, 1566721907328, 1120, 1566721907536, 1328, 208, true
477, 1566721907329, 1121, 1566721907535, 1327, 206, true
478, 1566721907331, 1123, 1566721907535, 1327, 204, true
479, 1566721907332, 1124, 1566721907541, 1333, 209, true
480, 1566721907334, 1126, 1566721907543, 1335, 209, true
481, 1566721907334, 1126, 1566721907541, 1333, 207, true
482, 1566721907335, 1127, 1566721907543, 1335, 208, true
483, 1566721907339, 1131, 1566721907544, 1336, 205, true
484, 1566721907339, 1131, 1566721907543, 1335, 204, true
485, 1566721907340, 1132, 1566721907545, 1337, 205, true
486, 1566721907340, 1132, 1566721907545, 1337, 205, true
487, 1566721907342, 1134, 1566721907548, 1340, 206, true
488, 1566721907342, 1134, 1566721907547, 1339, 205, true
489, 1566721907344, 1136, 1566721907555, 1347, 211, true
490, 1566721907344, 1136, 1566721907554, 1346, 210, true
491, 1566721907347, 1139, 1566721907554, 1346, 207, true
492, 1566721907348, 1140, 1566721907553, 1345, 205, true
493, 1566721907349, 1141, 1566721907556, 1348, 207, true
494, 1566721907351, 1143, 1566721907557, 1349, 206, true
495, 1566721907351, 1143, 1566721907558, 1350, 207, true
496, 1566721907352, 1144, 1566721907557, 1349, 205, true
497, 1566721907355, 1147, 1566721907562, 1354, 207, true
498, 1566721907355, 1147, 1566721907562, 1354, 207, true
499, 1566721907356, 1148, 1566721907566, 1358, 210, true
500, 1566721907358, 1150, 1566721907566, 1358, 208, true
501, 1566721907360, 1152, 1566721907566, 1358, 206, true
502, 1566721907360, 1152, 1566721907564, 1356, 204, true
503, 1566721907362, 1154, 1566721907566, 1358, 204, true
